金鹰采集电影之1,#genre#
动作片-监禁,https://hd.ijycnd.com/play/vbmqVAAb/index.m3u8
动作片-古惑仔之街头悍将,https://hd.ijycnd.com/play/QdJ8jLla/index.m3u8
动作片-剑蝶,https://hd.ijycnd.com/play/QdJ8jJDa/index.m3u8
动作片-剑蝶（国语版）,https://hd.ijycnd.com/play/Le3607nd/index.m3u8
动作片-金色手杖战士,https://hd.ijycnd.com/play/7ax6NZnd/index.m3u8
动作片-黑亚当,https://hd.ijycnd.com/play/negnyqjd/index.m3u8
动作片-剑客,https://hd.ijycnd.com/play/Le36pQpd/index.m3u8
动作片-箭头,https://hd.ijycnd.com/play/zbqQr7yb/index.m3u8
动作片-姐姐,https://hd.ijycnd.com/play/0dNO2O8e/index.m3u8
动作片-锦衣卫之残阳如血,https://hd.ijycnd.com/play/6dBr2PQd/index.m3u8
动作片-金属人,https://hd.ijycnd.com/play/Le36pwAd/index.m3u8
动作片-五杰,https://hd.ijycnd.com/play/QdJ82QKa/index.m3u8
动作片-借名危机,https://hd.ijycnd.com/play/negpGxka/index.m3u8
动作片-同门,https://hd.ijycnd.com/play/0dNO2Wpe/index.m3u8
动作片-摩天雄鹰（原声版）,https://hd.ijycnd.com/play/0dNO2yKe/index.m3u8
动作片-摩天雄鹰（国语版）,https://hd.ijycnd.com/play/QbY7nN9e/index.m3u8
动作片-空中营救,https://hd.ijycnd.com/play/7ax6Bgld/index.m3u8
动作片-骷髅神庙的宝藏,https://hd.ijycnd.com/play/vbmqPR0b/index.m3u8
动作片-客机空战,https://hd.ijycnd.com/play/zbqQ9QDb/index.m3u8
动作片-狂蟒之灾3,https://hd.ijycnd.com/play/0dNOROme/index.m3u8
动作片-辣警霸王花,https://hd.ijycnd.com/play/QbY7RlYe/index.m3u8
动作片-幻影行动,https://hd.ijycnd.com/play/7ax28Lrd/index.m3u8
动作片-老表发钱寒,https://hd.ijycnd.com/play/0dNOR1ve/index.m3u8
动作片-连锁阴谋,https://hd.ijycnd.com/play/vbmqPj0b/index.m3u8
动作片-聊斋古卷：兰若之境,https://hd.ijycnd.com/play/zbqQ9E3b/index.m3u8
动作片-搜狗小分队,https://hd.ijycnd.com/play/vbmqgKnb/index.m3u8
动作片-梵天神器,https://hd.ijycnd.com/play/6dBPQmQa/index.m3u8
动作片-速度与激情6（国语版）,https://hd.ijycnd.com/play/zbqQmPyb/index.m3u8
动作片-速度与激情7（国语版）,https://hd.ijycnd.com/play/vbmqglRb/index.m3u8
动作片-速度与激情8（国语版）,https://hd.ijycnd.com/play/6dBrjlQd/index.m3u8
动作片-速度与激情9,https://hd.ijycnd.com/play/vbmqjRRb/index.m3u8
动作片-速度与激情9（国语版）,https://hd.ijycnd.com/play/QdJ8xDKa/index.m3u8
动作片-孙膑下山斗庞涓,https://hd.ijycnd.com/play/7ax6xn3d/index.m3u8
动作片-孙悟空大战红孩儿,https://hd.ijycnd.com/play/QdJ8xyJa/index.m3u8
动作片-毒液2,https://hd.ijycnd.com/play/vbmYMOpb/index.m3u8
动作片-他是传奇,https://hd.ijycnd.com/play/6dBrm6Nd/index.m3u8
动作片-踏雪寻梅,https://hd.ijycnd.com/play/0dNOB86e/index.m3u8
动作片-太子爷出差,https://hd.ijycnd.com/play/vbmqj0Ab/index.m3u8
动作片-泰山得子,https://hd.ijycnd.com/play/0dNOBGme/index.m3u8
动作片-泰山得美,https://hd.ijycnd.com/play/PdRlJXza/index.m3u8
动作片-泰山逃亡,https://hd.ijycnd.com/play/Le36X34d/index.m3u8
动作片-克隆谋杀,https://hd.ijycnd.com/play/vbmqjg3b/index.m3u8
动作片-克隆谋杀（国语版）,https://hd.ijycnd.com/play/negpENja/index.m3u8
动作片-跨国银行,https://hd.ijycnd.com/play/PdRlJGOa/index.m3u8
动作片-快递惊魂,https://hd.ijycnd.com/play/Le36XDOd/index.m3u8
动作片-兰娅传奇,https://hd.ijycnd.com/play/negpEmYa/index.m3u8
动作片-兰娅传奇（国语版）,https://hd.ijycnd.com/play/xe7904jb/index.m3u8
动作片-窃听风云,https://hd.ijycnd.com/play/QbY798Ae/index.m3u8
动作片-新扎师兄,https://hd.ijycnd.com/play/Le36xZxd/index.m3u8
动作片-青蛇杀手,https://hd.ijycnd.com/play/6dBrYDXd/index.m3u8
动作片-青衣道师,https://hd.ijycnd.com/play/zbqQkG2b/index.m3u8
动作片-死亡占卜,https://hd.ijycnd.com/play/6dBrYKJd/index.m3u8
动作片-惊险之旅,https://hd.ijycnd.com/play/7ax6W1Ed/index.m3u8
动作片-惊险之旅（国语版）,https://hd.ijycnd.com/play/zbqQWZkb/index.m3u8
动作片-蓝色霹雳火,https://hd.ijycnd.com/play/0dNOo0Ne/index.m3u8
动作片-雷霆穿梭人,https://hd.ijycnd.com/play/vbmqW73b/index.m3u8
动作片-冷面狙击手,https://hd.ijycnd.com/play/vbmqWMRb/index.m3u8
动作片-奇兵,https://hd.ijycnd.com/play/negpWNYa/index.m3u8
动作片-奇门遁甲2017,https://hd.ijycnd.com/play/6dBrGjJd/index.m3u8
动作片-超级强盗,https://hd.ijycnd.com/play/6dBrGGxd/index.m3u8
动作片-潜龙轰天,https://hd.ijycnd.com/play/7ax6WAnd/index.m3u8
动作片-狼狩猎,https://hd.ijycnd.com/play/xe7pLxra/index.m3u8
动作片-潜行者（粤语版）,https://hd.ijycnd.com/play/xe79qmGb/index.m3u8
动作片-潜行者（国语版）,https://hd.ijycnd.com/play/QbY7Dw9e/index.m3u8
动作片-枪,https://hd.ijycnd.com/play/negpWjla/index.m3u8
动作片-共助2：国际,https://hd.ijycnd.com/play/xe7pLnGa/index.m3u8
动作片-禽兽,https://hd.ijycnd.com/play/6dBrY5Yd/index.m3u8
动作片-青蛇之万兽城,https://hd.ijycnd.com/play/QdJ8kOga/index.m3u8
动作片-清算人,https://hd.ijycnd.com/play/QdJ8w5ya/index.m3u8
动作片-清理门户,https://hd.ijycnd.com/play/0dNOA48e/index.m3u8
动作片-驱魔者,https://hd.ijycnd.com/play/xe79ZLAb/index.m3u8
动作片-拳霸3,https://hd.ijycnd.com/play/Le3686rd/index.m3u8
动作片-拳神传说,https://hd.ijycnd.com/play/zbqQBQ3b/index.m3u8
动作片-战神传说,https://hd.ijycnd.com/play/vbmqxqpb/index.m3u8
动作片-战神传说（国语版）,https://hd.ijycnd.com/play/6dBrZrxd/index.m3u8
动作片-拳速反击,https://hd.ijycnd.com/play/QdJ8pNDa/index.m3u8
动作片-十字追杀令3,https://hd.ijycnd.com/play/7ax63l3d/index.m3u8
动作片-神秘的芯片（国语版）,https://hd.ijycnd.com/play/PdRlz8Ka/index.m3u8
动作片-神秘的芯片,https://hd.ijycnd.com/play/7ax63oqd/index.m3u8
动作片-神灵之战,https://hd.ijycnd.com/play/zbqQ362b/index.m3u8
动作片-神枪手2021（国语版）,https://hd.ijycnd.com/play/negp3MYa/index.m3u8
动作片-神墓,https://hd.ijycnd.com/play/0dNOv1ze/index.m3u8
动作片-神偷警花,https://hd.ijycnd.com/play/QdJ8oADa/index.m3u8
动作片-德古拉2000,https://hd.ijycnd.com/play/6dBrW2nd/index.m3u8
动作片-偷天换日（国语版）,https://hd.ijycnd.com/play/negp3Vla/index.m3u8
动作片-突袭,https://hd.ijycnd.com/play/Le36AG4d/index.m3u8
动作片-神剑奇缘,https://hd.ijycnd.com/play/QdJ8or9a/index.m3u8
动作片-九一神雕侠侣,https://hd.ijycnd.com/play/zbqQ3nDb/index.m3u8
动作片-谁杀了他,https://hd.ijycnd.com/play/Le36AP4d/index.m3u8
动作片-神探蒲松龄（国语版）,https://hd.ijycnd.com/play/negp3Oja/index.m3u8
动作片-神农尺,https://hd.ijycnd.com/play/vbmq3m3b/index.m3u8
动作片-深空失忆,https://hd.ijycnd.com/play/negp3Ora/index.m3u8
动作片-神偷军团,https://hd.ijycnd.com/play/vbmq3xRb/index.m3u8
动作片-鲨鱼：起点,https://hd.ijycnd.com/play/zbqQvqDb/index.m3u8
动作片-尚气与十环传奇,https://hd.ijycnd.com/play/xe795xGb/index.m3u8
动作片-鲨鱼季节,https://hd.ijycnd.com/play/PdRlx9Va/index.m3u8
动作片-少林寺十八罗汉,https://hd.ijycnd.com/play/PdRlxQEa/index.m3u8
动作片-少林杀手：血钱,https://hd.ijycnd.com/play/negpgRGa/index.m3u8
动作片-蛇犬大英雄,https://hd.ijycnd.com/play/zbqQvg0b/index.m3u8
动作片-少年猎手：贝文顿的野兽,https://hd.ijycnd.com/play/negpg1Ya/index.m3u8
动作片-退役,https://hd.ijycnd.com/play/QdJ8mG2a/index.m3u8
动作片-少林木人巷,https://hd.ijycnd.com/play/xe795Njb/index.m3u8
动作片-挑逗性游戏,https://hd.ijycnd.com/play/vbmqJROb/index.m3u8
动作片-杀人三步曲,https://hd.ijycnd.com/play/zbqQz3rb/index.m3u8
动作片-大幻术师2,https://hd.ijycnd.com/play/QdJ841ga/index.m3u8
动作片-大幻术师,https://hd.ijycnd.com/play/0dNOlGve/index.m3u8
动作片-热气球飞行家（原声版）,https://hd.ijycnd.com/play/PdRl3p0a/index.m3u8
动作片-热气球飞行家（国语版）,https://hd.ijycnd.com/play/Le36Lznd/index.m3u8
动作片-杀阱,https://hd.ijycnd.com/play/vbmqvKEb/index.m3u8
动作片-闲山：龙的出现,https://hd.ijycnd.com/play/0dNOM5ve/index.m3u8
动作片-天使行动3：魔女末日,https://hd.ijycnd.com/play/vbmqvAEb/index.m3u8
动作片-沙家十五女英豪,https://hd.ijycnd.com/play/7ax6KPzd/index.m3u8
动作片-杀戮指令,https://hd.ijycnd.com/play/Le36M1pd/index.m3u8
动作片-杀手狂龙,https://hd.ijycnd.com/play/Le36LMrd/index.m3u8
动作片-杀手狂龙（国语版）,https://hd.ijycnd.com/play/Le36MRpd/index.m3u8
动作片-沙丘1984,https://hd.ijycnd.com/play/6dB6Qkd7/index.m3u8
动作片-阿斯特罗,https://hd.ijycnd.com/play/zbqQyY7b/index.m3u8
动作片-杀手情,https://hd.ijycnd.com/play/7ax6Jvld/index.m3u8
动作片-人海孤雄,https://hd.ijycnd.com/play/QdJ8vYPa/index.m3u8
动作片-异形4,https://hd.ijycnd.com/play/negpmoYa/index.m3u8
动作片-异形2,https://hd.ijycnd.com/play/QbY73Pne/index.m3u8
动作片-异形3,https://hd.ijycnd.com/play/negpm43a/index.m3u8
动作片-新铁血战士,https://hd.ijycnd.com/play/negpmj3a/index.m3u8
动作片-异形大战铁血战士2,https://hd.ijycnd.com/play/QdJ83p2a/index.m3u8
动作片-异形大战铁血战士,https://hd.ijycnd.com/play/7ax6KM9d/index.m3u8
动作片-铁血战士1987,https://hd.ijycnd.com/play/7ax6KEqd/index.m3u8
动作片-铁血战士2018,https://hd.ijycnd.com/play/6dBr3JNd/index.m3u8
动作片-鲨鱼啾大战乌贼娘,https://hd.ijycnd.com/play/negpzJYa/index.m3u8
动作片-新大白鲨（原声版）,https://hd.ijycnd.com/play/zbqQNxrb/index.m3u8
动作片-闪电行动,https://hd.ijycnd.com/play/QdJ8mOJa/index.m3u8
动作片-少林门,https://hd.ijycnd.com/play/0dNOqNDe/index.m3u8
动作片-少年苏乞儿（粤语版）,https://hd.ijycnd.com/play/xe795jyb/index.m3u8
动作片-少林与太极,https://hd.ijycnd.com/play/PdRlxWKa/index.m3u8
动作片-十三癫和尚,https://hd.ijycnd.com/play/xe7946Ab/index.m3u8
动作片-巨蟒大战恐鳄,https://hd.ijycnd.com/play/vbmqkW0b/index.m3u8
动作片-巨鳄岛,https://hd.ijycnd.com/play/QbY7ZDpe/index.m3u8
动作片-狙击蜘蛛巢,https://hd.ijycnd.com/play/6dBrvYJd/index.m3u8
动作片-救火英雄,https://hd.ijycnd.com/play/Le363PMd/index.m3u8
动作片-南北狮王,https://hd.ijycnd.com/play/zbqQ8mkb/index.m3u8
动作片-南北狮王（国语版）,https://hd.ijycnd.com/play/zbq5mybp/index.m3u8
动作片-射雕英雄传第三集,https://hd.ijycnd.com/play/7ax63Lrd/index.m3u8
动作片-平凡英雄,https://hd.ijycnd.com/play/negJ756d/index.m3u8
动作片-日班猎人,https://hd.ijycnd.com/play/6dBrZ2kd/index.m3u8
动作片-千人斩,https://hd.ijycnd.com/play/0dNOGvme/index.m3u8
动作片-惊魂夺宝,https://hd.ijycnd.com/play/QbY7ZKOe/index.m3u8
动作片-禁忌星球,https://hd.ijycnd.com/play/6dBrvq2d/index.m3u8
动作片-末日侵袭,https://hd.ijycnd.com/play/negpyq9a/index.m3u8
动作片-九霄云外,https://hd.ijycnd.com/play/Le363Gxd/index.m3u8
动作片-九叔归来3：魁蛊婴,https://hd.ijycnd.com/play/PdRlX7Ka/index.m3u8
动作片-九十二任务,https://hd.ijycnd.com/play/QdJ81RPa/index.m3u8
动作片-绝壁逢生,https://hd.ijycnd.com/play/QbY7ZxMe/index.m3u8
动作片-绝壁逢生（国语版）,https://hd.ijycnd.com/play/Le3633Rd/index.m3u8
动作片-决战洛城,https://hd.ijycnd.com/play/PdRlXBEa/index.m3u8
动作片-鼙鼓雷鸣,https://hd.ijycnd.com/play/zbqQo87b/index.m3u8
动作片-绝命刀手之墨玉断,https://hd.ijycnd.com/play/0dNOGW2e/index.m3u8
动作片-柯萊特龍,https://hd.ijycnd.com/play/6dBrvQod/index.m3u8
动作片-开封降魔记,https://hd.ijycnd.com/play/negpy7ja/index.m3u8
动作片-绝密使命,https://hd.ijycnd.com/play/0dNOGENe/index.m3u8
动作片-决杀令,https://hd.ijycnd.com/play/vbmqkEnb/index.m3u8
动作片-绝地营救,https://hd.ijycnd.com/play/QdJ81Q9a/index.m3u8
动作片-绝密追击,https://hd.ijycnd.com/play/QbY7Z79e/index.m3u8
动作片-绝密飞行,https://hd.ijycnd.com/play/Le363Qnd/index.m3u8
动作片-飓风营救3,https://hd.ijycnd.com/play/7ax6yqrd/index.m3u8
动作片-无间道长,https://hd.ijycnd.com/play/6dBrX2xd/index.m3u8
动作片-地层下陷,https://hd.ijycnd.com/play/negpDG9a/index.m3u8
动作片-地层下陷（国语版）,https://hd.ijycnd.com/play/vbmq0n0b/index.m3u8
动作片-探案录财宝大劫案,https://hd.ijycnd.com/play/zbqQnXkb/index.m3u8
动作片-洛杉矶大逃亡,https://hd.ijycnd.com/play/vbmqjPnb/index.m3u8
动作片-狂刀,https://hd.ijycnd.com/play/6dBrmWNd/index.m3u8
动作片-狂蟒之灾4,https://hd.ijycnd.com/play/negpE33a/index.m3u8
动作片-怒火凤凰,https://hd.ijycnd.com/play/0dNO6W6e/index.m3u8
动作片-怒战狂心（国语版）,https://hd.ijycnd.com/play/PdRlVjqa/index.m3u8
动作片-欺诈师,https://hd.ijycnd.com/play/zbqQkkDb/index.m3u8
动作片-弃卒,https://hd.ijycnd.com/play/Le36xnpd/index.m3u8
动作片-千门八将,https://hd.ijycnd.com/play/vbmq9p3b/index.m3u8
动作片-千面魔女,https://hd.ijycnd.com/play/7ax6rEPd/index.m3u8
动作片-芊叶长笙伏魔篇,https://hd.ijycnd.com/play/PdRlVGwa/index.m3u8
动作片-泰山纽约冒险,https://hd.ijycnd.com/play/QbY7mZOe/index.m3u8
动作片-南少林与北少林（粤语版）,https://hd.ijycnd.com/play/vbmqXBAb/index.m3u8
动作片-太极门,https://hd.ijycnd.com/play/vbmqj2Ob/index.m3u8
动作片-太极拳,https://hd.ijycnd.com/play/7ax6xV9d/index.m3u8
动作片-脑残粉（国语版）,https://hd.ijycnd.com/play/zbqQ8G3b/index.m3u8
动作片-脑残粉（原声版）,https://hd.ijycnd.com/play/xe79Jjwb/index.m3u8
动作片-猎杀艾玛,https://hd.ijycnd.com/play/negpPjla/index.m3u8
动作片-苏普敦秘社,https://hd.ijycnd.com/play/Le36P7pd/index.m3u8
动作片-烈火情仇,https://hd.ijycnd.com/play/zbqQ90Rb/index.m3u8
动作片-地狱男爵2：黄金军团,https://hd.ijycnd.com/play/Le36Gnnd/index.m3u8
动作片-孽火,https://hd.ijycnd.com/play/6dBrEqkd/index.m3u8
动作片-宁古塔,https://hd.ijycnd.com/play/Le36JNOd/index.m3u8
动作片-雷横与朱仝,https://hd.ijycnd.com/play/zbqQ950b/index.m3u8
动作片-雷神,https://hd.ijycnd.com/play/QdJ8RjPa/index.m3u8
动作片-雷霆卡丁 V8,https://hd.ijycnd.com/play/0dNORnpe/index.m3u8
动作片-雷霆追击,https://hd.ijycnd.com/play/xe79k7rb/index.m3u8
动作片-速度与激情6,https://hd.ijycnd.com/play/negpX4ka/index.m3u8
动作片-泪眼杀星之八百龙兵团,https://hd.ijycnd.com/play/zbqQ9XGb/index.m3u8
动作片-冷血悍将 （国语版）,https://hd.ijycnd.com/play/6dBry2Nd/index.m3u8
动作片-冷血红番,https://hd.ijycnd.com/play/QdJ8R2Pa/index.m3u8
动作片-帮规,https://hd.ijycnd.com/play/Le3lYxa6/index.m3u8
动作片-风云决,https://hd.ijycnd.com/play/0dNxGLaL/index.m3u8
动作片-冲天火(普通话版),https://hd.ijycnd.com/play/xe767Gd7/index.m3u8
动作片-反抗军,https://hd.ijycnd.com/play/neg5M6bw/index.m3u8
动作片-釜山行,https://hd.ijycnd.com/play/zbqjprdp/index.m3u8
动作片-超胆侠,https://hd.ijycnd.com/play/6dBgNQe7/index.m3u8
动作片-冲出亚马逊,https://hd.ijycnd.com/play/neg5K9bw/index.m3u8
动作片-分瓶,https://hd.ijycnd.com/play/PdRgwqeG/index.m3u8
动作片-独臂刀王,https://hd.ijycnd.com/play/PdRglEeG/index.m3u8
动作片-封神劫,https://hd.ijycnd.com/play/neg5Yjbw/index.m3u8
动作片-功夫梦,https://hd.ijycnd.com/play/vbmwMreY/index.m3u8
动作片-惩戒者,https://hd.ijycnd.com/play/QbY6Ypdz/index.m3u8
动作片-公司职员,https://hd.ijycnd.com/play/7axGoqey/index.m3u8
动作片-夺命剑之风云再起,https://hd.ijycnd.com/play/0dNx7paL/index.m3u8
动作片-超能追缉,https://hd.ijycnd.com/play/QdJZ7PdO/index.m3u8
动作片-古惑仔之人在江湖,https://hd.ijycnd.com/play/Le3lEMa6/index.m3u8
动作片-超时空要爱,https://hd.ijycnd.com/play/0dNxp6aL/index.m3u8
动作片-格斗之王,https://hd.ijycnd.com/play/7axGl3ey/index.m3u8
动作片-沉默者,https://hd.ijycnd.com/play/neg5MYbw/index.m3u8
动作片-谍影柔情,https://hd.ijycnd.com/play/Le3l1pa6/index.m3u8
动作片-夺命剑之喋血江湖,https://hd.ijycnd.com/play/zbqjVGdp/index.m3u8
动作片-碟中谍3,https://hd.ijycnd.com/play/7axGvley/index.m3u8
动作片-独臂刀,https://hd.ijycnd.com/play/QdJZ8gdO/index.m3u8
动作片-疯魔神丐苏乞儿,https://hd.ijycnd.com/play/PdRgjReG/index.m3u8
动作片-首杀,https://hd.ijycnd.com/play/6dBgBoe7/index.m3u8
动作片-顶级较量,https://hd.ijycnd.com/play/7axGkPey/index.m3u8
动作片-风雷魔镜,https://hd.ijycnd.com/play/xe73v8e7/index.m3u8
动作片-第十三个勇士,https://hd.ijycnd.com/play/xe763Bd7/index.m3u8
动作片-白蛇传说,https://hd.ijycnd.com/play/0dNxx8aL/index.m3u8
动作片-狄仁杰之蚩尤血藤,https://hd.ijycnd.com/play/Le31B9b6/index.m3u8
动作片-点五步 點五步,https://hd.ijycnd.com/play/QdJZZydO/index.m3u8
动作片-超级豪华,https://hd.ijycnd.com/play/7axkA3ey/index.m3u8
动作片-澳洲黑帮,https://hd.ijycnd.com/play/QdJ6vDdO/index.m3u8
动作片-不义之财2,https://hd.ijycnd.com/play/7axGqPey/index.m3u8
动作片-镖行天下前传之虎口夺镖,https://hd.ijycnd.com/play/PdR6RzdG/index.m3u8
动作片-大武生,https://hd.ijycnd.com/play/Le31Mrb6/index.m3u8
动作片-飞虎狂龙,https://hd.ijycnd.com/play/negJAldw/index.m3u8
动作片-蝶变 蝶變,https://hd.ijycnd.com/play/0dNx92aL/index.m3u8
动作片-大圣伏妖,https://hd.ijycnd.com/play/vbmZAEdY/index.m3u8
动作片-暴力街区13：终极,https://hd.ijycnd.com/play/Le31AMb6/index.m3u8
动作片-狄仁杰之轮回图,https://hd.ijycnd.com/play/7axkOEey/index.m3u8
动作片-德扑女王3：决战凤凰汇,https://hd.ijycnd.com/play/7axkPzey/index.m3u8
动作片-多襄丸,https://hd.ijycnd.com/play/negJm6dw/index.m3u8
动作片-大武师,https://hd.ijycnd.com/play/0dNkMLeL/index.m3u8
动作片-变节：潜罪犯（国语版）,https://hd.ijycnd.com/play/Le31Zrb6/index.m3u8
动作片-达克,https://hd.ijycnd.com/play/negJl9dw/index.m3u8
动作片-创：战纪,https://hd.ijycnd.com/play/QbYEKKbz/index.m3u8
动作片-O记三合会档案,https://hd.ijycnd.com/play/0dNkXKeL/index.m3u8
动作片-反恐特警组：火速救援,https://hd.ijycnd.com/play/negJwldw/index.m3u8
动作片-狄仁杰探案之天煞孤鸾,https://hd.ijycnd.com/play/QbYEoWbz/index.m3u8
动作片-暗界传奇,https://hd.ijycnd.com/play/xe73Gje7/index.m3u8
动作片-保镖1969,https://hd.ijycnd.com/play/PdR6NqdG/index.m3u8
动作片-夺命六小时,https://hd.ijycnd.com/play/QbYEO0bz/index.m3u8
动作片-城市女猎人,https://hd.ijycnd.com/play/6dBBqXd7/index.m3u8
动作片-盗狗小队,https://hd.ijycnd.com/play/PdR6qOdG/index.m3u8
动作片-代号猛虎行动,https://hd.ijycnd.com/play/QbYED2bz/index.m3u8
动作片-底比斯七勇士,https://hd.ijycnd.com/play/QbYEPnbz/index.m3u8
动作片-冲锋战警,https://hd.ijycnd.com/play/vbmZ9RdY/index.m3u8
动作片-爆裂危情,https://hd.ijycnd.com/play/zbqxv2ap/index.m3u8
动作片-刀剑道,https://hd.ijycnd.com/play/QbYEwMbz/index.m3u8
动作片-百家拳之关门弟子,https://hd.ijycnd.com/play/zbqxk7ap/index.m3u8
动作片-白发魔女2,https://hd.ijycnd.com/play/QdJ62ydO/index.m3u8
动作片-地狱无门,https://hd.ijycnd.com/play/zbqx32ap/index.m3u8
动作片-草原深处,https://hd.ijycnd.com/play/Le31qRb6/index.m3u8
动作片-超人：毁灭日,https://hd.ijycnd.com/play/Le31Dxb6/index.m3u8
动作片-不测之渊,https://hd.ijycnd.com/play/PdR6VEdG/index.m3u8
动作片-兵王归来之孤狼行动,https://hd.ijycnd.com/play/negJErdw/index.m3u8
动作片-爱情至上,https://hd.ijycnd.com/play/PdR6BzdG/index.m3u8
动作片-报复,https://hd.ijycnd.com/play/vbmZ0EdY/index.m3u8
动作片-白玉老虎,https://hd.ijycnd.com/play/negJNrdw/index.m3u8
动作片-安娜,https://hd.ijycnd.com/play/zbqx22ap/index.m3u8
动作片-百家拳之津门八卦掌,https://hd.ijycnd.com/play/zbqxLRap/index.m3u8
动作片-报仇 報仇,https://hd.ijycnd.com/play/negJDZdw/index.m3u8
动作片-菜鸟王爷闹江湖,https://hd.ijycnd.com/play/negJXZdw/index.m3u8
动作片-冰川鲨鱼,https://hd.ijycnd.com/play/QbYEQpbz/index.m3u8
动作片-007：大战皇家赌场,https://hd.ijycnd.com/play/4zbqwpep/index.m3u8
动作片-疤面人1932,https://hd.ijycnd.com/play/7axk8ney/index.m3u8
动作片-艾丽卡,https://hd.ijycnd.com/play/vbmZGpdY/index.m3u8
动作片-007：大破天幕杀机,https://hd.ijycnd.com/play/jnegBrdw/index.m3u8
动作片-007之最高机密,https://hd.ijycnd.com/play/QdJ6DgdO/index.m3u8
动作片-007之金枪人,https://hd.ijycnd.com/play/negJYkdw/index.m3u8
动作片-D7特警,https://hd.ijycnd.com/play/vbmZE0dY/index.m3u8
动作片-007：大破量子危机,https://hd.ijycnd.com/play/ELe3oAe6/index.m3u8
动作片-G4特工,https://hd.ijycnd.com/play/xe739re7/index.m3u8
动作片-22号追击者,https://hd.ijycnd.com/play/xe7331e7/index.m3u8
动作片-24小时：救赎,https://hd.ijycnd.com/play/zbqxxpap/index.m3u8
动作片-终结者2：审判日,https://hd.ijycnd.com/play/jnegZ9dw/index.m3u8
动作片-猩球崛起3：终极之战,https://hd.ijycnd.com/play/YQdJqobO/index.m3u8
动作片-绝地战警2,https://hd.ijycnd.com/play/jneg5Ybw/index.m3u8
动作片-大侦探福尔摩斯,https://hd.ijycnd.com/play/APdRqbGy/index.m3u8
动作片-绝地战警：疾速追击,https://hd.ijycnd.com/play/5xe73je7/index.m3u8
动作片-投名状,https://hd.ijycnd.com/play/MvbmOeYA/index.m3u8
动作片-臭头小子,https://hd.ijycnd.com/play/0dNLPwza/index.m3u8
动作片-铁脖子李勇,https://hd.ijycnd.com/play/Le3Q7gMb/index.m3u8
动作片-天使之灾,https://hd.ijycnd.com/play/xe71lk1b/index.m3u8
动作片-天脉传奇,https://hd.ijycnd.com/play/negZvDjd/index.m3u8
动作片-天生拳霸,https://hd.ijycnd.com/play/6dBNz7Qd/index.m3u8
动作片-天使行动2：火凤狂龙,https://hd.ijycnd.com/play/vbmOBnRe/index.m3u8
动作片-天杀,https://hd.ijycnd.com/play/0dNLPj2a/index.m3u8
动作片-天使行动,https://hd.ijycnd.com/play/negZvVrd/index.m3u8
动作片-天堂口,https://hd.ijycnd.com/play/QdJyLrJb/index.m3u8
动作片-天狼寨（国语版）,https://hd.ijycnd.com/play/QdJyLWvb/index.m3u8
动作片-侠女传奇,https://hd.ijycnd.com/play/0dNLP96a/index.m3u8
动作片-天剑绝刀,https://hd.ijycnd.com/play/zbq7JY2e/index.m3u8
动作片-天狼寨,https://hd.ijycnd.com/play/negZvXDd/index.m3u8
动作片-天剑绝刀：大结局,https://hd.ijycnd.com/play/0dNLPx6a/index.m3u8
动作片-天劫1998,https://hd.ijycnd.com/play/zbq7Jl3e/index.m3u8
动作片-F16空中战将,https://hd.ijycnd.com/play/negZr1Gd/index.m3u8
动作片-F16空中战将（国语版）,https://hd.ijycnd.com/play/6dBNxKkd/index.m3u8
动作片-全城戒备（国语版）,https://hd.ijycnd.com/play/vbmOAgOe/index.m3u8
动作片-全城戒备,https://hd.ijycnd.com/play/QdJyJR2b/index.m3u8
动作片-萨霍,https://hd.ijycnd.com/play/vbmOKJGe/index.m3u8
动作片-杀手悲歌,https://hd.ijycnd.com/play/7axnPVPd/index.m3u8
动作片-三方国界,https://hd.ijycnd.com/play/negZAmkd/index.m3u8
动作片-三界传说之浮屠秘术,https://hd.ijycnd.com/play/QdJyOvJb/index.m3u8
动作片-三颗钻石,https://hd.ijycnd.com/play/0dNLVA8a/index.m3u8
动作片-忍者蝙蝠侠,https://hd.ijycnd.com/play/xe71oRQb/index.m3u8
动作片-赛车传奇,https://hd.ijycnd.com/play/0dNLV4va/index.m3u8
动作片-神经兄妹,https://hd.ijycnd.com/play/zbq7OG2e/index.m3u8
动作片-赛车狂人2,https://hd.ijycnd.com/play/PdROZ9Ee/index.m3u8
动作片-入魂：津门玄案,https://hd.ijycnd.com/play/PdROZxEe/index.m3u8
动作片-忍者刺客,https://hd.ijycnd.com/play/vbmOK3Re/index.m3u8
动作片-突击行动,https://hd.ijycnd.com/play/negZAw3d/index.m3u8
动作片-火之门（国语版）,https://hd.ijycnd.com/play/vbmOK60e/index.m3u8
动作片-三招了,https://hd.ijycnd.com/play/Le3QkZOb/index.m3u8
动作片-火之门,https://hd.ijycnd.com/play/zbq7O5re/index.m3u8
动作片-突击地平线,https://hd.ijycnd.com/play/vbmOKD9e/index.m3u8
动作片-日劫,https://hd.ijycnd.com/play/7axnY4Pd/index.m3u8
动作片-如来神掌（粤语版）,https://hd.ijycnd.com/play/PdROZGwe/index.m3u8
动作片-日月神童,https://hd.ijycnd.com/play/zbq7O0ke/index.m3u8
